customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,MonthlyCharges,TotalCharges,spend_bucket,Churn
7572-KPVKK,MALE,0,NO,YES,62,3+ years,104.05,6590.5,High,NO
2642-MAWLJ,FEMALE,0,YES,YES,36,1-3 years,20.25,717.95,Low,NO
2357-COQEK,FEMALE,1,NO,NO,28,1-3 years,103.3,2890.65,High,YES
7103-ZGVNT,FEMALE,0,YES,YES,69,3+ years,73.7,4885.85,High,NO
3737-GCSPV,FEMALE,0,YES,NO,11,0-1 year,96.2,1222.05,High,YES
2027-WKXMW,FEMALE,0,YES,NO,63,3+ years,108.75,6871.7,High,NO
7137-NAXML,MALE,0,NO,NO,23,1-3 years,20.15,405.6,Low,NO
2428-ZMCTB,MALE,0,NO,NO,10,0-1 year,19.75,208.25,Low,NO
2961-VNFKL,FEMALE,0,YES,NO,71,3+ years,25.95,1801.9,Low,NO
1768-HNVGJ,FEMALE,1,NO,NO,45,3+ years,70.05,3062.45,High,NO
6963-KQYQB,FEMALE,0,YES,YES,70,3+ years,24.05,1764.75,Low,NO
5934-RMPOV,FEMALE,0,NO,YES,22,1-3 years,84.75,1816.75,High,NO
1207-BLKSA,FEMALE,0,YES,YES,52,3+ years,23.05,1255.1,Low,NO
4088-YLDSU,MALE,0,YES,NO,55,3+ years,104.15,5743.05,High,YES
8316-BBQAY,FEMALE,0,NO,NO,65,3+ years,59.95,3921.1,Medium,NO
1166-PQLGG,FEMALE,0,YES,YES,72,3+ years,19.55,1463.45,Low,NO
3146-JTQHR,MALE,0,YES,NO,10,0-1 year,19.6,189.45,Low,NO
4291-YZODP,FEMALE,0,NO,YES,7,0-1 year,20.05,96.8,Low,NO
4395-PZMSN,MALE,1,NO,NO,5,0-1 year,85.55,408.5,High,NO
6427-FEFIG,FEMALE,0,YES,YES,24,1-3 years,78.6,1846.65,High,NO
0017-IUDMW,FEMALE,0,YES,YES,72,3+ years,116.8,8456.75,High,NO
8706-HRADD,MALE,0,NO,NO,21,1-3 years,43.55,1011.5,Medium,NO
9955-QOPOY,MALE,0,YES,NO,69,3+ years,60.8,4263.4,Medium,NO
4385-ZKVNW,MALE,0,YES,YES,44,3+ years,54.9,2549.1,Medium,NO
5446-DKWYW,FEMALE,1,YES,YES,61,3+ years,65.2,3965.05,Medium,NO
2034-CGRHZ,MALE,1,NO,NO,24,1-3 years,102.95,2496.7,High,YES
5797-APWZC,FEMALE,0,NO,NO,1,0-1 year,90.6,90.6,High,YES
3683-QKIUE,FEMALE,0,NO,NO,6,0-1 year,50.8,288.05,Medium,YES
4228-ZGYUW,MALE,0,NO,NO,4,0-1 year,90.05,368.1,High,YES
9031-ZVQPT,MALE,0,YES,NO,72,3+ years,108.2,7840.6,High,NO
2990-IAJSV,MALE,0,NO,NO,72,3+ years,92.0,6632.75,High,NO
8107-KNCIM,MALE,1,YES,NO,14,1-3 years,75.1,1013.35,High,NO
9027-YFHQJ,MALE,0,NO,NO,7,0-1 year,25.05,152.95,Low,NO
5176-LDKUH,FEMALE,0,NO,NO,48,3+ years,75.15,3772.65,High,NO
4644-OBGFZ,MALE,0,YES,YES,55,3+ years,19.5,1026.35,Low,NO
7926-IJOOU,MALE,0,NO,NO,1,0-1 year,19.3,19.3,Low,NO
6480-YAGIY,MALE,0,NO,NO,45,3+ years,112.2,5031.85,High,NO
4029-HPFVY,MALE,0,NO,NO,3,0-1 year,70.3,220.4,High,NO
7602-DBTOU,FEMALE,0,YES,NO,71,3+ years,19.6,1416.5,Low,NO
5345-BMKWB,MALE,0,YES,NO,8,0-1 year,20.25,158.35,Low,NO
3519-ZKXGG,FEMALE,0,YES,NO,3,0-1 year,75.85,256.6,High,YES
5457-COLHT,MALE,0,YES,YES,69,3+ years,80.65,5542.55,High,NO
6416-TVAIH,MALE,0,YES,YES,1,0-1 year,68.5,68.5,Medium,YES
5451-YHYPW,FEMALE,1,YES,NO,72,3+ years,115.75,8443.7,High,NO
5108-ADXWO,MALE,0,NO,NO,11,0-1 year,73.5,791.75,High,YES
7998-WNZEM,MALE,0,NO,NO,71,3+ years,80.6,5708.2,High,NO
3066-RRJIO,FEMALE,0,NO,NO,1,0-1 year,69.95,69.95,Medium,YES
4664-NJCMS,FEMALE,0,YES,NO,33,1-3 years,59.55,2016.3,Medium,NO
0307-BCOPK,FEMALE,0,NO,NO,16,1-3 years,19.05,326.65,Low,NO
7629-WFGLW,FEMALE,1,YES,NO,56,3+ years,95.65,5471.75,High,NO
2542-HYGIQ,FEMALE,0,NO,NO,1,0-1 year,19.95,19.95,Low,NO
6715-OFDBP,MALE,0,NO,NO,5,0-1 year,70.05,346.4,High,YES
5016-LIPDW,MALE,0,YES,YES,57,3+ years,19.4,1061.6,Low,NO
6481-LXPWL,MALE,0,YES,YES,56,3+ years,36.1,1971.5,Medium,NO
1567-DSCIC,MALE,0,NO,NO,8,0-1 year,94.0,773.65,High,YES
2150-UWTFY,FEMALE,0,YES,YES,22,1-3 years,61.15,1422.05,Medium,YES
6124-ACRHJ,FEMALE,0,NO,NO,1,0-1 year,19.75,19.75,Low,NO
9362-MWODR,FEMALE,0,NO,YES,40,3+ years,64.1,2460.35,Medium,NO
9975-GPKZU,MALE,0,YES,YES,46,3+ years,19.75,856.5,Low,NO
9625-RZFUK,MALE,0,YES,YES,63,3+ years,19.7,1275.85,Low,NO
5153-LXKDT,MALE,0,YES,YES,68,3+ years,110.2,7467.5,High,NO
5161-UBZXI,MALE,0,YES,YES,69,3+ years,106.35,7261.75,High,NO
1020-JPQOW,FEMALE,0,YES,NO,56,3+ years,90.55,5116.6,High,NO
7919-ZODZZ,FEMALE,0,YES,YES,10,0-1 year,65.9,660.05,Medium,NO
0565-JUPYD,MALE,0,NO,NO,63,3+ years,104.5,6590.8,High,NO
6867-ACCZI,FEMALE,0,YES,YES,24,1-3 years,52.5,1208.15,Medium,NO
5939-XAIXZ,FEMALE,0,NO,NO,19,1-3 years,56.1,1033.9,Medium,NO
9054-FOWNV,MALE,0,YES,YES,22,1-3 years,88.75,1885.15,High,NO
2683-BPJSO,MALE,0,YES,NO,29,1-3 years,84.45,2467.1,High,YES
2157-MXBJS,MALE,0,YES,NO,13,1-3 years,75.3,989.45,High,YES
8207-VVMYB,FEMALE,0,YES,NO,70,3+ years,26.0,2006.95,Low,NO
9732-EQMWY,FEMALE,0,YES,NO,49,3+ years,99.4,5025.0,High,NO
9360-AHGNL,FEMALE,1,YES,NO,43,3+ years,109.55,4830.25,High,YES
1087-UDSIH,FEMALE,0,NO,NO,3,0-1 year,19.6,59.75,Low,YES
5269-NRGDP,MALE,0,YES,YES,42,3+ years,73.15,3088.25,High,NO
6195-MELTI,MALE,0,NO,NO,57,3+ years,54.65,3134.7,Medium,NO
5485-WUYWF,MALE,1,NO,NO,2,0-1 year,66.4,94.55,Medium,YES
2121-JAFOM,FEMALE,0,YES,NO,72,3+ years,115.55,8312.4,High,NO
8818-DOPVL,FEMALE,1,NO,NO,46,3+ years,104.45,4863.85,High,NO
2632-UCGVD,MALE,1,YES,NO,66,3+ years,100.05,6871.9,High,YES
5445-PZWGX,MALE,0,NO,NO,62,3+ years,102.0,6529.25,High,YES
1227-UDMZR,FEMALE,0,YES,NO,72,3+ years,91.15,6637.9,High,NO
5198-HQAEN,MALE,0,YES,YES,35,1-3 years,89.7,3165.6,High,NO
9170-CCKOU,MALE,0,YES,NO,17,1-3 years,90.2,1454.15,High,YES
2167-FQSTQ,FEMALE,0,YES,NO,72,3+ years,92.4,6786.1,High,NO
2819-GWENI,FEMALE,0,YES,YES,28,1-3 years,19.9,543.0,Low,NO
1043-YCUTE,MALE,0,YES,NO,56,3+ years,25.15,1327.15,Low,YES
3814-MLAXC,FEMALE,0,NO,NO,31,1-3 years,79.85,2404.15,High,YES
3572-UUHRS,MALE,0,NO,NO,45,3+ years,18.85,867.3,Low,NO
2692-PFYTJ,FEMALE,0,NO,NO,1,0-1 year,25.75,25.75,Low,NO
1226-UDFZR,FEMALE,0,NO,NO,2,0-1 year,49.6,114.7,Medium,YES
5955-EPOAZ,FEMALE,0,NO,NO,6,0-1 year,20.95,109.5,Low,NO
6821-JPCDC,FEMALE,0,YES,NO,48,3+ years,97.05,4692.95,High,NO
8815-LMFLX,MALE,0,YES,YES,25,1-3 years,25.4,546.85,Low,NO
9135-HSWOC,MALE,0,YES,YES,64,3+ years,19.7,1274.05,Low,NO
8582-KRHPJ,MALE,0,NO,NO,50,3+ years,35.0,1782.4,Medium,NO
5811-IWXYM,FEMALE,0,YES,YES,52,3+ years,101.25,5301.1,High,NO
7044-YAACC,MALE,1,YES,NO,4,0-1 year,70.2,280.35,High,NO
8189-XRIKE,FEMALE,1,NO,NO,32,1-3 years,90.95,2897.95,High,NO
1506-YJTYT,MALE,0,YES,YES,45,3+ years,73.85,3371.0,High,NO
4123-DVHPH,MALE,0,YES,NO,9,0-1 year,88.05,801.3,High,NO
6425-YQLLO,FEMALE,1,YES,NO,66,3+ years,105.95,6975.25,High,YES
5442-UTCVD,MALE,0,NO,YES,3,0-1 year,91.85,257.05,High,YES
2228-BZDEE,FEMALE,0,NO,NO,54,3+ years,20.1,1079.45,Low,NO
7734-DBOAI,FEMALE,0,YES,YES,1,0-1 year,40.1,40.1,Medium,YES
2789-CZANW,FEMALE,0,YES,YES,64,3+ years,110.3,6997.3,High,NO
2091-RFFBA,FEMALE,1,NO,NO,31,1-3 years,73.9,2217.15,High,YES
2114-MGINA,FEMALE,0,NO,NO,14,1-3 years,89.8,1129.1,High,YES
7596-LDUXP,FEMALE,0,NO,NO,12,1-3 years,85.15,979.05,High,NO
3740-RLMVT,MALE,1,YES,NO,67,3+ years,60.95,4119.4,Medium,NO
4489-SNOJF,FEMALE,0,YES,YES,35,1-3 years,72.25,2568.55,High,YES
2192-OZITF,FEMALE,0,NO,NO,45,3+ years,73.55,3349.1,High,NO
5651-CPDND,MALE,0,NO,NO,10,0-1 year,46.0,492.1,Medium,NO
2186-QZEYA,FEMALE,1,NO,NO,29,1-3 years,58.55,1718.95,Medium,NO
1131-ALZWV,FEMALE,0,NO,NO,24,1-3 years,24.6,605.25,Low,NO
7729-XBTWX,MALE,0,YES,YES,66,3+ years,19.75,1344.5,Low,NO
9134-WYRVP,MALE,0,NO,NO,51,3+ years,86.35,4267.15,High,NO
3284-SVCRO,FEMALE,0,YES,NO,45,3+ years,25.5,1121.05,Low,NO
9732-OUYRN,FEMALE,0,YES,NO,49,3+ years,19.0,918.7,Low,NO
0559-CKHUS,FEMALE,0,YES,NO,29,1-3 years,19.55,521.8,Low,NO
2931-SVLTV,MALE,0,YES,YES,40,3+ years,110.1,4469.1,High,NO
6899-PPEEA,FEMALE,1,NO,NO,37,3+ years,96.55,3580.3,High,YES
7504-UWHNB,MALE,0,NO,NO,25,1-3 years,69.75,1729.35,Medium,NO
2582-FFFZR,FEMALE,0,NO,NO,22,1-3 years,50.6,1073.3,Medium,NO
8908-NMQTX,MALE,0,NO,NO,72,3+ years,65.6,4566.5,Medium,NO
2187-LZGPL,FEMALE,0,NO,NO,7,0-1 year,40.1,293.3,Medium,YES
1431-AIDJQ,MALE,0,YES,YES,33,1-3 years,82.1,2603.1,High,NO
6288-LBEAR,FEMALE,0,NO,NO,23,1-3 years,79.1,1783.75,High,NO
4597-NUCQV,MALE,1,NO,NO,24,1-3 years,101.25,2440.15,High,YES
9019-QVLZD,FEMALE,0,NO,NO,1,0-1 year,79.55,79.55,High,YES
8413-YNHNV,MALE,0,NO,NO,69,3+ years,90.65,6322.1,High,NO
5808-TOTXO,FEMALE,0,NO,YES,3,0-1 year,20.55,57.4,Low,NO
4369-NYSCF,MALE,0,NO,NO,56,3+ years,75.75,4284.65,High,NO
6333-YDVLT,MALE,0,NO,NO,65,3+ years,110.0,7138.65,High,NO
5324-KTGCG,MALE,0,YES,NO,71,3+ years,20.85,1539.75,Low,NO
5599-HVLTW,FEMALE,1,NO,NO,14,1-3 years,80.35,1058.1,High,NO
7394-LWLYN,FEMALE,0,NO,NO,2,0-1 year,70.15,123.8,High,NO
3707-LRWZD,FEMALE,0,NO,NO,32,1-3 years,84.05,2781.85,High,YES
6873-UDNLD,MALE,0,NO,NO,40,3+ years,67.45,2731.0,Medium,NO
2700-LUEVA,MALE,0,NO,NO,1,0-1 year,20.75,20.75,Low,NO
1455-ESIQH,MALE,0,NO,NO,1,0-1 year,89.1,89.1,High,YES
0958-YHXGP,FEMALE,0,NO,NO,7,0-1 year,69.9,497.3,Medium,NO
1101-SSWAG,FEMALE,0,YES,NO,15,1-3 years,51.1,711.15,Medium,NO
2979-SXESE,FEMALE,0,YES,YES,17,1-3 years,94.4,1607.2,High,YES
4013-TLDHQ,MALE,0,NO,NO,19,1-3 years,78.25,1490.95,High,YES
5743-KHMNA,MALE,0,NO,NO,71,3+ years,25.55,1898.1,Low,NO
4194-FJARJ,FEMALE,0,YES,YES,54,3+ years,60.0,3273.95,Medium,NO
5325-UWTWJ,MALE,0,YES,NO,31,1-3 years,90.55,2929.75,High,NO
3969-GYXEL,FEMALE,0,NO,NO,11,0-1 year,76.4,838.7,High,NO
9208-OLGAQ,FEMALE,1,NO,NO,18,1-3 years,84.95,1443.65,High,NO
3244-CQPHU,FEMALE,1,NO,NO,72,3+ years,110.1,7746.7,High,NO
2674-MLXMN,FEMALE,1,NO,NO,71,3+ years,99.65,6951.15,High,NO
9708-HPXWZ,MALE,1,NO,NO,5,0-1 year,45.4,214.75,Medium,NO
6992-TKNYO,MALE,0,YES,NO,38,3+ years,69.0,2669.45,Medium,NO
4468-YDOVK,MALE,0,NO,YES,5,0-1 year,48.65,235.2,Medium,NO
3754-DXMRT,MALE,1,NO,NO,2,0-1 year,44.15,92.65,Medium,YES
5792-JALQC,FEMALE,1,NO,NO,52,3+ years,59.85,3103.25,Medium,NO
7130-VTEWQ,FEMALE,1,NO,NO,8,0-1 year,75.75,606.25,High,YES
2200-DSAAL,FEMALE,0,NO,NO,68,3+ years,80.65,5330.2,High,NO
4302-ZYFEL,MALE,0,YES,YES,69,3+ years,20.55,1403.1,Low,NO
9351-LZYGF,FEMALE,0,YES,NO,42,3+ years,66.4,2727.8,Medium,NO
4366-CTOUZ,FEMALE,0,NO,NO,50,3+ years,100.2,5038.45,High,NO
6121-VZNQB,FEMALE,0,NO,NO,1,0-1 year,19.1,19.1,Low,YES
7903-CMPEY,MALE,1,YES,NO,1,0-1 year,80.3,80.3,High,YES
1518-OMDIK,MALE,0,YES,NO,33,1-3 years,44.55,1462.6,Medium,NO
6671-NGWON,FEMALE,0,NO,NO,7,0-1 year,20.35,150.6,Low,NO
0595-ITUDF,MALE,0,YES,YES,64,3+ years,91.8,5960.5,High,NO
6996-KNSML,FEMALE,0,NO,NO,1,0-1 year,74.9,74.9,High,YES
1955-IBMMB,MALE,0,NO,NO,59,3+ years,20.2,1192.3,Low,NO
0096-BXERS,FEMALE,0,YES,NO,6,0-1 year,50.35,314.55,Medium,NO
3806-YAZOV,FEMALE,0,NO,NO,3,0-1 year,18.8,56.0,Low,NO
7998-ZLXWN,FEMALE,0,YES,NO,15,1-3 years,20.45,330.8,Low,NO
6253-WRFHY,MALE,0,YES,YES,13,1-3 years,64.75,877.35,Medium,NO
9133-AYJZG,FEMALE,0,NO,NO,23,1-3 years,98.7,2249.1,High,NO
2675-OTVVJ,MALE,1,YES,NO,31,1-3 years,89.45,2807.65,High,NO
8680-CGLTP,MALE,0,NO,NO,29,1-3 years,58.75,1696.2,Medium,NO
8430-TWCBX,FEMALE,0,YES,NO,49,3+ years,20.7,1032.05,Low,NO
5018-GWURO,FEMALE,0,YES,NO,56,3+ years,85.6,4902.8,High,NO
6741-QRLUP,FEMALE,0,NO,NO,63,3+ years,80.3,4995.35,High,NO
4737-HOBAX,MALE,0,YES,NO,63,3+ years,79.8,5034.05,High,NO
0537-QYZZN,MALE,1,YES,YES,24,1-3 years,79.85,1857.75,High,NO
3340-QBBFM,MALE,1,YES,NO,36,1-3 years,54.1,1992.85,Medium,NO
1704-NRWYE,FEMALE,1,NO,NO,9,0-1 year,80.85,751.65,High,YES
2592-SEIFQ,MALE,0,NO,NO,3,0-1 year,24.75,66.95,Low,YES
8200-KLNYW,FEMALE,0,YES,NO,21,1-3 years,80.9,1714.95,High,NO
3372-CDXFJ,MALE,0,YES,YES,13,1-3 years,24.5,343.6,Low,NO
4781-ZXYGU,MALE,0,YES,YES,1,0-1 year,20.15,20.15,Low,NO
7632-YUTXB,FEMALE,0,YES,YES,25,1-3 years,20.05,520.1,Low,NO
2718-YSKCS,MALE,0,YES,YES,71,3+ years,19.6,1387.45,Low,NO
9896-UYMIE,MALE,0,NO,NO,66,3+ years,114.3,7383.7,High,NO
0853-NWIFK,FEMALE,0,NO,NO,45,3+ years,100.3,4483.95,High,NO
8212-CRQXP,FEMALE,0,YES,NO,22,1-3 years,80.0,1706.45,High,NO
6980-CDGFC,FEMALE,0,YES,NO,67,3+ years,20.85,1327.4,Low,NO
7691-XVTZH,FEMALE,0,YES,NO,68,3+ years,89.95,5974.3,High,NO
7481-ATQQS,FEMALE,1,NO,NO,49,3+ years,90.85,4515.85,High,YES
2277-VWCNI,FEMALE,1,NO,NO,4,0-1 year,48.75,179.85,Medium,NO
1088-CNNKB,MALE,0,YES,NO,63,3+ years,80.0,5040.2,High,NO
8642-GVWRF,FEMALE,0,YES,NO,2,0-1 year,79.7,165.0,High,YES
1930-BZLHI,MALE,0,NO,NO,21,1-3 years,20.35,422.7,Low,NO
3400-ESFUW,MALE,0,YES,YES,55,3+ years,57.55,3046.4,Medium,YES
5868-YTYKS,MALE,0,NO,YES,1,0-1 year,20.25,20.25,Low,NO
3525-DVKFN,FEMALE,0,NO,NO,17,1-3 years,19.4,358.05,Low,NO
1482-OXZSY,MALE,0,NO,NO,30,1-3 years,100.4,2936.25,High,NO
0377-JBKKT,MALE,0,YES,YES,22,1-3 years,57.95,1271.8,Medium,NO
5778-BVOFB,FEMALE,0,NO,NO,9,0-1 year,59.5,530.05,Medium,NO
3373-YZZYM,MALE,0,YES,YES,1,0-1 year,19.2,19.2,Low,NO
2057-ZBLPD,FEMALE,0,YES,NO,21,1-3 years,86.5,1808.7,High,YES
0228-MAUWC,MALE,0,NO,NO,19,1-3 years,59.55,1144.6,Medium,NO
5502-RLUYV,FEMALE,0,YES,YES,69,3+ years,103.95,7446.9,High,YES
0023-HGHWL,MALE,1,NO,NO,1,0-1 year,25.1,25.1,Low,YES
7663-YJHSN,FEMALE,0,YES,NO,72,3+ years,103.95,7556.9,High,NO
4915-BFSXL,MALE,0,YES,YES,70,3+ years,68.95,4858.7,Medium,NO
3086-RUCRN,FEMALE,0,NO,NO,66,3+ years,103.1,6595.0,High,NO
5215-LNLDJ,FEMALE,0,YES,YES,7,0-1 year,24.7,149.05,Low,NO
7576-JMYWV,FEMALE,1,YES,YES,46,3+ years,110.2,4972.1,High,NO
9039-RBEEE,MALE,0,NO,NO,39,3+ years,48.95,1880.85,Medium,YES
0257-KXZGU,FEMALE,0,YES,YES,32,1-3 years,62.45,2045.55,Medium,NO
1307-ATKGB,MALE,0,NO,NO,24,1-3 years,89.55,2187.15,High,NO
8417-FMLZI,MALE,0,YES,YES,6,0-1 year,83.55,477.55,High,YES
3714-XPXBW,FEMALE,0,NO,NO,37,3+ years,78.9,2976.95,High,NO
1850-AKQEP,MALE,0,NO,YES,8,0-1 year,20.35,178.7,Low,NO
2824-DXNKN,FEMALE,0,YES,YES,72,3+ years,71.45,5025.85,High,NO
5227-JSCFE,MALE,1,YES,NO,71,3+ years,46.35,3353.4,Medium,NO
0848-ZGQIJ,FEMALE,0,YES,NO,16,1-3 years,94.65,1461.15,High,NO
3621-CHYVB,FEMALE,0,YES,NO,57,3+ years,49.9,2782.4,Medium,NO
8042-RNLKO,MALE,0,NO,NO,66,3+ years,25.45,1699.15,Low,NO
1792-UXAFY,FEMALE,1,NO,NO,17,1-3 years,89.15,1496.9,High,YES
5372-FBKBN,FEMALE,0,NO,YES,21,1-3 years,20.75,452.2,Low,NO
0420-TXVSG,MALE,0,YES,NO,66,3+ years,66.1,4428.45,Medium,NO
6217-TOWGS,FEMALE,0,YES,NO,17,1-3 years,75.4,1322.55,High,NO
0515-YPMCW,MALE,0,NO,YES,1,0-1 year,70.45,70.45,High,YES
0378-XSZPU,MALE,0,YES,NO,58,3+ years,60.3,3563.8,Medium,YES
1045-LTCYT,FEMALE,0,YES,YES,8,0-1 year,21.05,139.75,Low,NO
1544-JJMYL,MALE,0,NO,NO,27,1-3 years,69.35,1927.3,Medium,NO
4636-JGAAI,MALE,0,YES,NO,34,1-3 years,88.85,3000.25,High,NO
6874-SGLHU,MALE,0,NO,NO,30,1-3 years,97.0,3021.3,High,NO
5951-AOFIH,MALE,0,NO,NO,33,1-3 years,66.4,2245.4,Medium,NO
4729-XKASR,MALE,0,NO,YES,1,0-1 year,24.75,24.75,Low,YES
3059-NGMXB,MALE,0,YES,YES,14,1-3 years,69.2,944.65,Medium,NO
8652-YHIYU,FEMALE,0,NO,YES,16,1-3 years,79.5,1264.2,High,NO
5278-PNYOX,FEMALE,0,NO,NO,49,3+ years,100.65,4917.75,High,NO
5449-FIBXJ,MALE,0,YES,YES,19,1-3 years,103.3,2012.7,High,YES
3486-HOOGQ,FEMALE,0,YES,YES,70,3+ years,79.7,5743.3,High,NO
5061-PBXFW,FEMALE,0,YES,YES,32,1-3 years,61.4,1864.65,Medium,NO
8630-FJLIB,FEMALE,0,NO,NO,18,1-3 years,69.8,1221.65,Medium,NO
3891-NLXJB,MALE,0,NO,NO,37,3+ years,40.55,1390.85,Medium,NO
4749-OJKQU,FEMALE,0,NO,NO,4,0-1 year,75.65,302.35,High,NO
0577-WHMEV,FEMALE,0,YES,NO,16,1-3 years,90.7,1374.9,High,NO
5453-AXEPF,MALE,0,YES,NO,17,1-3 years,80.5,1336.9,High,NO
3639-XJHKQ,FEMALE,0,NO,YES,19,1-3 years,60.6,1297.8,Medium,NO
3716-LRGXK,MALE,0,YES,NO,60,3+ years,101.15,6067.4,High,NO
2263-SFSQZ,MALE,0,YES,YES,51,3+ years,24.95,1222.25,Low,NO
9950-MTGYX,MALE,0,YES,YES,28,1-3 years,20.3,487.95,Low,NO
3397-AVTKU,MALE,0,NO,NO,43,3+ years,60.0,2548.55,Medium,NO
4825-FUREZ,MALE,0,YES,NO,42,3+ years,20.25,835.5,Low,NO
9837-BMCLM,MALE,0,NO,NO,3,0-1 year,78.5,242.05,High,YES
2672-OJQZP,FEMALE,0,NO,NO,1,0-1 year,44.75,44.75,Medium,NO
0137-UDEUO,FEMALE,0,NO,NO,3,0-1 year,19.85,63.75,Low,YES
3134-DSHVC,FEMALE,0,NO,NO,63,3+ years,98.0,6218.45,High,NO
6161-UUUTA,MALE,1,NO,NO,3,0-1 year,79.9,260.9,High,YES
7821-DPRQE,MALE,0,YES,NO,68,3+ years,107.7,7320.9,High,NO
6543-XRMYR,FEMALE,1,NO,NO,30,1-3 years,99.7,2967.35,High,YES
2001-EWBQU,FEMALE,0,NO,NO,60,3+ years,104.7,6333.8,High,NO
4925-LMHOK,MALE,0,NO,NO,15,1-3 years,58.6,939.7,Medium,YES
1608-GMEWB,MALE,1,NO,NO,45,3+ years,93.9,4200.25,High,NO
6695-AMZUF,FEMALE,0,YES,NO,70,3+ years,86.45,5950.2,High,NO
1455-UGQVH,MALE,0,YES,NO,10,0-1 year,98.5,1037.75,High,YES
8410-BGQXN,MALE,0,NO,NO,4,0-1 year,19.4,93.4,Low,NO
8280-MQRQN,FEMALE,0,NO,NO,1,0-1 year,50.45,50.45,Medium,YES
1619-YWUBB,FEMALE,0,YES,NO,68,3+ years,24.95,1614.9,Low,NO
7611-YKYTC,MALE,0,YES,YES,22,1-3 years,75.0,1573.95,High,NO
2037-SGXHH,MALE,0,YES,YES,38,3+ years,94.65,3624.3,High,YES
3178-FESZO,FEMALE,0,NO,NO,1,0-1 year,100.25,100.25,High,YES
0365-GXEZS,MALE,0,YES,NO,18,1-3 years,78.2,1468.75,High,NO
0082-OQIQY,MALE,0,NO,NO,29,1-3 years,94.2,2607.6,High,NO
6087-MVHJH,FEMALE,0,NO,NO,16,1-3 years,88.45,1422.1,High,YES
4603-JANFB,MALE,0,NO,NO,1,0-1 year,69.85,69.85,Medium,YES
3018-TFTSU,MALE,0,NO,NO,12,1-3 years,81.7,858.6,High,YES
3606-SBKRY,MALE,0,NO,NO,31,1-3 years,50.05,1523.4,Medium,NO
4806-KEXQR,MALE,0,NO,NO,4,0-1 year,79.9,324.3,High,YES
0667-NSRGI,FEMALE,0,YES,NO,48,3+ years,69.55,3435.6,Medium,NO
7083-YNSKY,FEMALE,0,NO,NO,15,1-3 years,25.4,399.6,Low,YES
6893-ODYYE,MALE,0,NO,NO,50,3+ years,90.1,4549.45,High,NO
8242-JSVBO,MALE,0,NO,NO,7,0-1 year,44.65,322.5,Medium,NO
2479-BRAMR,MALE,1,YES,NO,41,3+ years,83.75,3273.55,High,YES
9541-ZPSEA,MALE,0,YES,YES,68,3+ years,80.35,5375.15,High,NO
2665-NPTGL,FEMALE,1,YES,NO,26,1-3 years,98.1,2510.7,High,NO
1139-WUOAH,MALE,0,NO,NO,57,3+ years,53.35,3090.05,Medium,NO
4693-VWVBO,FEMALE,0,NO,NO,3,0-1 year,19.55,61.05,Low,NO
7434-SHXLS,FEMALE,0,NO,NO,1,0-1 year,20.9,20.9,Low,YES
6937-GCDGQ,MALE,0,YES,YES,19,1-3 years,48.95,955.6,Medium,NO
0988-JRWWP,FEMALE,0,NO,NO,3,0-1 year,54.2,140.4,Medium,NO
5075-JSDKI,FEMALE,0,NO,NO,59,3+ years,24.45,1493.1,Low,NO
7908-QCBCA,FEMALE,0,YES,NO,1,0-1 year,69.4,69.4,Medium,YES
8644-XYTSV,MALE,0,YES,NO,42,3+ years,40.15,1626.05,Medium,NO
6711-FLDFB,FEMALE,0,NO,NO,7,0-1 year,74.9,541.15,High,YES
3873-WOSBC,MALE,0,YES,NO,67,3+ years,25.6,1784.9,Low,NO
7465-ZZRVX,MALE,0,NO,NO,1,0-1 year,70.35,70.35,High,NO
7975-JMZNT,MALE,0,YES,NO,66,3+ years,91.7,6075.9,High,NO
7251-XFOIL,FEMALE,0,NO,NO,61,3+ years,89.2,5500.6,High,NO
4116-IQRFR,MALE,0,YES,YES,4,0-1 year,24.1,73.1,Low,NO
3714-JTVOV,FEMALE,1,YES,NO,42,3+ years,74.15,3229.4,High,YES
8259-DZLIZ,FEMALE,0,YES,YES,64,3+ years,53.85,3399.85,Medium,NO
0442-ZXKVS,FEMALE,1,YES,NO,54,3+ years,115.6,6431.05,High,NO
7853-WNZSY,MALE,0,NO,NO,1,0-1 year,19.75,19.75,Low,NO
3120-FAZKD,MALE,0,YES,YES,54,3+ years,24.05,1230.9,Low,NO
8606-OEGQZ,FEMALE,0,NO,YES,18,1-3 years,25.3,454.65,Low,NO
0225-ZORZP,MALE,0,NO,NO,3,0-1 year,84.3,235.05,High,NO
4702-IOQDC,FEMALE,0,NO,NO,1,0-1 year,70.1,70.1,High,YES
9489-JMTTN,FEMALE,0,YES,YES,72,3+ years,89.75,6595.9,High,NO
0575-CUQOV,MALE,1,YES,NO,60,3+ years,97.95,5867.0,High,NO
0967-BMLBD,FEMALE,0,YES,YES,11,0-1 year,20.0,196.35,Low,NO
6178-KFNHS,FEMALE,0,NO,YES,12,1-3 years,78.3,909.25,High,YES
2830-LEWOA,MALE,0,YES,YES,61,3+ years,103.9,6449.15,High,NO
5006-MXVRN,FEMALE,0,NO,NO,39,3+ years,20.7,762.45,Low,NO
1264-BYWMS,MALE,0,NO,NO,55,3+ years,96.8,5283.95,High,YES
